ID,TIME,OBS,OBS_0,GROUP
1,0.0,0.7941433990421001,7.871422653711514,0
1,4.0,0.1332546713750167,7.871422653711514,0
1,8.0,0.04879249286266457,7.871422653711514,0
1,12.0,0.009640219850129597,7.871422653711514,0
1,16.0,-0.026125678493972487,7.871422653711514,0
1,20.0,-0.059827254528750415,7.871422653711514,0
1,24.0,-0.09147236225282601,7.871422653711514,0
1,28.0,-0.121046836789505,7.871422653711514,0
1,32.0,-0.14855488968047983,7.871422653711514,0
1,36.0,-0.17402017164153233,7.871422653711514,0
2,0.0,0.919969504437496,8.100689041391144,0
2,4.0,0.19105984119944033,8.100689041391144,0
2,8.0,0.07287328074892181,8.100689041391144,0
2,12.0,0.014487289613664045,8.100689041391144,0
2,16.0,-0.03462486422056647,8.100689041391144,0
2,20.0,-0.07649738945152407,8.100689041391144,0
2,24.0,-0.11167070651996198,8.100689041391144,0
2,28.0,-0.14078641884261053,8.100689041391144,0
2,32.0,-0.1645734582467705,8.100689041391144,0
2,36.0,-0.18378649438701933,8.100689041391144,0
3,0.0,0.8804360912456364,8.017065919095904,0
3,4.0,0.29540318718330033,8.017065919095904,0
3,8.0,0.15410978824824612,8.017065919095904,0
3,12.0,0.08794547916560548,8.017065919095904,0
3,16.0,0.036726689160112624,8.017065919095904,0
3,20.0,-0.004702581624060707,8.017065919095904,0
3,24.0,-0.0377079745263591,8.017065919095904,0
3,28.0,-0.06354534240588763,8.017065919095904,0
3,32.0,-0.08346955039389248,8.017065919095904,0
3,36.0,-0.09864662494764743,8.017065919095904,0
4,0.0,0.8405476233084128,8.155427601734582,0
4,4.0,0.25049380077828687,8.155427601734582,0
4,8.0,0.12363082935994985,8.155427601734582,0
4,12.0,0.05701761006040343,8.155427601734582,0
4,16.0,0.0051803103749990115,8.155427601734582,0
4,20.0,-0.035478372586331304,8.155427601734582,0
4,24.0,-0.06668818957223886,8.155427601734582,0
4,28.0,-0.09017815456840023,8.155427601734582,0
4,32.0,-0.10757876100806357,8.155427601734582,0
4,36.0,-0.12030996178610706,8.155427601734582,0
5,0.0,0.7945585569324165,8.108274027618544,0
5,4.0,0.11709378448145161,8.108274027618544,0
5,8.0,-0.05148051108054448,8.108274027618544,0
5,12.0,-0.12816440438753315,8.108274027618544,0
5,16.0,-0.1826358664773619,8.108274027618544,0
5,20.0,-0.2221051916899468,8.108274027618544,0
5,24.0,-0.2499690919367343,8.108274027618544,0
5,28.0,-0.26919207869514916,8.108274027618544,0
5,32.0,-0.2822294258973307,8.108274027618544,0
5,36.0,-0.2909656352840376,8.108274027618544,0
6,0.0,0.7613080729298013,8.05059505860947,0
6,4.0,0.10901536860257885,8.05059505860947,0
6,8.0,-0.004954358852815616,8.05059505860947,0
6,12.0,-0.046702978612562424,8.05059505860947,0
6,16.0,-0.08127185014207283,8.05059505860947,0
6,20.0,-0.11232992862226121,8.05059505860947,0
6,24.0,-0.14016847639994118,8.05059505860947,0
6,28.0,-0.16494874493478667,8.05059505860947,0
6,32.0,-0.18685688192255814,8.05059505860947,0
6,36.0,-0.20610271169821812,8.05059505860947,0
7,0.0,0.9234804510660726,8.027295189864923,0
7,4.0,0.22342747533254384,8.027295189864923,0
7,8.0,0.05833811211905762,8.027295189864923,0
7,12.0,-0.026233828668105603,8.027295189864923,0
7,16.0,-0.08560959985061205,8.027295189864923,0
7,20.0,-0.12655087224525816,8.027295189864923,0
7,24.0,-0.15380976114301087,8.027295189864923,0
7,28.0,-0.171488637304223,8.027295189864923,0
7,32.0,-0.18275449593765225,8.027295189864923,0
7,36.0,-0.18985666884862468,8.027295189864923,0
8,0.0,0.8462593113795578,7.8410089022769505,0
8,4.0,0.20144513610558026,7.8410089022769505,0
8,8.0,0.03774939443572671,7.8410089022769505,0
8,12.0,-0.043584238981250925,7.8410089022769505,0
8,16.0,-0.09924066600258225,7.8410089022769505,0
8,20.0,-0.13699884982855626,7.8410089022769505,0
8,24.0,-0.1617949220411772,7.8410089022769505,0
8,28.0,-0.17768162599002676,7.8410089022769505,0
8,32.0,-0.18769441695671588,7.8410089022769505,0
8,36.0,-0.1939418132677645,7.8410089022769505,0
9,0.0,1.052902247070627,8.05199760966547,0
9,4.0,0.48988693335747,8.05199760966547,0
9,8.0,0.3421095494741895,8.05199760966547,0
9,12.0,0.25729657472816747,8.05199760966547,0
9,16.0,0.1906165837986161,8.05199760966547,0
9,20.0,0.13823561247243804,8.05199760966547,0
9,24.0,0.09823457749376119,8.05199760966547,0
9,28.0,0.06847022567702922,8.05199760966547,0
9,32.0,0.04678612501588007,8.05199760966547,0
9,36.0,0.031245829290906593,8.05199760966547,0
10,0.0,0.7981052736495102,8.054365171350275,0
10,4.0,0.15471385166863894,8.054365171350275,0
10,8.0,0.06593203661672029,8.054365171350275,0
10,12.0,0.03687252619659209,8.054365171350275,0
10,16.0,0.012016328049070726,8.054365171350275,0
10,20.0,-0.011169554428181183,8.054365171350275,0
10,24.0,-0.03281186465532347,8.054365171350275,0
10,28.0,-0.05294640796440904,8.054365171350275,0
10,32.0,-0.0716143305024195,8.054365171350275,0
10,36.0,-0.08886508039630171,8.054365171350275,0
11,0.0,0.8951699037757832,7.897990774214038,0
11,4.0,0.1961192724799062,7.897990774214038,0
11,8.0,-0.02791800939934424,7.897990774214038,0
11,12.0,-0.12806430723059756,7.897990774214038,0
11,16.0,-0.17641626268521685,7.897990774214038,0
11,20.0,-0.19837654685986497,7.897990774214038,0
11,24.0,-0.2079376621829282,7.897990774214038,0
11,28.0,-0.2120169237020089,7.897990774214038,0
11,32.0,-0.21374242284275508,7.897990774214038,0
11,36.0,-0.2144701835754166,7.897990774214038,0
12,0.0,1.1361729173112511,8.011507559189416,0
12,4.0,0.48260782169413563,8.011507559189416,0
12,8.0,0.36871387792018684,8.011507559189416,0
12,12.0,0.30385359977268145,8.011507559189416,0
12,16.0,0.249312662776851,8.011507559189416,0
12,20.0,0.20343293907574334,8.011507559189416,0
12,24.0,0.16554190507350072,8.011507559189416,0
12,28.0,0.13478906292817688,8.011507559189416,0
12,32.0,0.11021002310551459,8.011507559189416,0
12,36.0,0.09082115264027091,8.011507559189416,0
13,0.0,0.8716026294684089,8.15026617887076,0
13,4.0,0.28295872706080927,8.15026617887076,0
13,8.0,0.18043947574493546,8.15026617887076,0
13,12.0,0.12838364751917486,8.15026617887076,0
13,16.0,0.08195369719479231,8.15026617887076,0
13,20.0,0.03912118471389917,8.15026617887076,0
13,24.0,-0.0001524693702457322,8.15026617887076,0
13,28.0,-0.03587275671220515,8.15026617887076,0
13,32.0,-0.06809861104197484,8.15026617887076,0
13,36.0,-0.09694247387140721,8.15026617887076,0
14,0.0,0.8451632901120305,7.9804060764026525,0
14,4.0,0.24452850173045032,7.9804060764026525,0
